borrowerstate,adoption_rate_x,businesstype,adoption_rate_y
SC,0.19936189281233196,Cooperative,0.25168035847647496
SC,0.19936189281233196,Corporation,0.24123045440235072
SC,0.19936189281233196,Employee Stock Ownership Plan(ESOP),0.19264069264069264
SC,0.19936189281233196,Independent Contractors,0.2340584714548803
SC,0.19936189281233196,Joint Venture,0.21835231078365708
SC,0.19936189281233196,Limited  Liability Company(LLC),0.21897257916502458
SC,0.19936189281233196,Limited Liability Partnership,0.22885657379050392
SC,0.19936189281233196,Non-Profit Childcare Center,0.22110888443553775
SC,0.19936189281233196,Non-Profit Organization,0.2231429630239644
SC,0.19936189281233196,Partnership,0.22952539899863086
SC,0.19936189281233196,Professional Association,0.22719674174037263
SC,0.19936189281233196,Qualified Joint-Venture (spouses),0.21711711711711712
SC,0.19936189281233196,Self-Employed Individuals,0.22844767536136557
SC,0.19936189281233196,Single Member LLC,0.21448708023546253
SC,0.19936189281233196,Sole Proprietorship,0.22882533058053223
SC,0.19936189281233196,Subchapter S Corporation,0.23394023148945217
SC,0.19936189281233196,Tenant in Common,0.2523961661341853
SC,0.19936189281233196,Trust,0.24376470588235294
SC,0.19936189281233196,Housing Co-op,0.3089622641509434
SC,0.19936189281233196,Rollover as Business Start-Ups (ROB,0.21621621621621623
SC,0.19936189281233196,Tribal Concerns,0.1774193548387097
SD,0.1987977323080933,"501(c) ¿ Non Profit except 3,4,6,19",0.14285714285714285
SD,0.1987977323080933,501(c)19 ¿ Non Profit Veterans,0.26031746031746034
SD,0.1987977323080933,501(c)3 ¿ Non Profit,0.23292788047121923
SD,0.1987977323080933,501(c)6 ¿ Non Profit Membership,0.2139049311417148
SD,0.1987977323080933,Cooperative,0.25168035847647496
SD,0.1987977323080933,Corporation,0.24123045440235072
SD,0.1987977323080933,Employee Stock Ownership Plan(ESOP),0.19264069264069264
SD,0.1987977323080933,Independent Contractors,0.2340584714548803
SD,0.1987977323080933,Joint Venture,0.21835231078365708
SD,0.1987977323080933,Limited  Liability Company(LLC),0.21897257916502458
SD,0.1987977323080933,Limited Liability Partnership,0.22885657379050392
SD,0.1987977323080933,Non-Profit Childcare Center,0.22110888443553775
SD,0.1987977323080933,Non-Profit Organization,0.2231429630239644
SD,0.1987977323080933,Partnership,0.22952539899863086
SD,0.1987977323080933,Professional Association,0.22719674174037263
SD,0.1987977323080933,Qualified Joint-Venture (spouses),0.21711711711711712
SD,0.1987977323080933,Self-Employed Individuals,0.22844767536136557
SD,0.1987977323080933,Single Member LLC,0.21448708023546253
SD,0.1987977323080933,Sole Proprietorship,0.22882533058053223
SD,0.1987977323080933,Subchapter S Corporation,0.23394023148945217
SD,0.1987977323080933,Tenant in Common,0.2523961661341853
SD,0.1987977323080933,Trust,0.24376470588235294
SD,0.1987977323080933,Housing Co-op,0.3089622641509434
SD,0.1987977323080933,Rollover as Business Start-Ups (ROB,0.21621621621621623
SD,0.1987977323080933,Tribal Concerns,0.1774193548387097
TN,0.19950342737976115,"501(c) ¿ Non Profit except 3,4,6,19",0.14285714285714285
TN,0.19950342737976115,501(c)19 ¿ Non Profit Veterans,0.26031746031746034
TN,0.19950342737976115,501(c)3 ¿ Non Profit,0.23292788047121923
TN,0.19950342737976115,501(c)6 ¿ Non Profit Membership,0.2139049311417148
TN,0.19950342737976115,Cooperative,0.25168035847647496
TN,0.19950342737976115,Corporation,0.24123045440235072
TN,0.19950342737976115,Employee Stock Ownership Plan(ESOP),0.19264069264069264
TN,0.19950342737976115,Independent Contractors,0.2340584714548803
TN,0.19950342737976115,Joint Venture,0.21835231078365708
TN,0.19950342737976115,Limited  Liability Company(LLC),0.21897257916502458
TN,0.19950342737976115,Limited Liability Partnership,0.22885657379050392
TN,0.19950342737976115,Non-Profit Childcare Center,0.22110888443553775
TN,0.19950342737976115,Non-Profit Organization,0.2231429630239644
TN,0.19950342737976115,Partnership,0.22952539899863086
TN,0.19950342737976115,Professional Association,0.22719674174037263
TN,0.19950342737976115,Qualified Joint-Venture (spouses),0.21711711711711712
TN,0.19950342737976115,Self-Employed Individuals,0.22844767536136557
TN,0.19950342737976115,Single Member LLC,0.21448708023546253
TN,0.19950342737976115,Sole Proprietorship,0.22882533058053223
TN,0.19950342737976115,Subchapter S Corporation,0.23394023148945217
TN,0.19950342737976115,Tenant in Common,0.2523961661341853
TN,0.19950342737976115,Trust,0.24376470588235294
TN,0.19950342737976115,Housing Co-op,0.3089622641509434
TN,0.19950342737976115,Rollover as Business Start-Ups (ROB,0.21621621621621623
TN,0.19950342737976115,Tribal Concerns,0.1774193548387097
TX,0.22554901792527002,"501(c) ¿ Non Profit except 3,4,6,19",0.14285714285714285
TX,0.22554901792527002,501(c)19 ¿ Non Profit Veterans,0.26031746031746034
TX,0.22554901792527002,501(c)3 ¿ Non Profit,0.23292788047121923
TX,0.22554901792527002,501(c)6 ¿ Non Profit Membership,0.2139049311417148
TX,0.22554901792527002,Cooperative,0.25168035847647496
TX,0.22554901792527002,Corporation,0.24123045440235072
TX,0.22554901792527002,Employee Stock Ownership Plan(ESOP),0.19264069264069264
TX,0.22554901792527002,Independent Contractors,0.2340584714548803
TX,0.22554901792527002,Joint Venture,0.21835231078365708
TX,0.22554901792527002,Limited  Liability Company(LLC),0.21897257916502458
TX,0.22554901792527002,Limited Liability Partnership,0.22885657379050392
TX,0.22554901792527002,Non-Profit Childcare Center,0.22110888443553775
TX,0.22554901792527002,Non-Profit Organization,0.2231429630239644
TX,0.22554901792527002,Partnership,0.22952539899863086
TX,0.22554901792527002,Professional Association,0.22719674174037263
TX,0.22554901792527002,Qualified Joint-Venture (spouses),0.21711711711711712
TX,0.22554901792527002,Self-Employed Individuals,0.22844767536136557
TX,0.22554901792527002,Single Member LLC,0.21448708023546253
TX,0.22554901792527002,Sole Proprietorship,0.22882533058053223
TX,0.22554901792527002,Subchapter S Corporation,0.23394023148945217
TX,0.22554901792527002,Tenant in Common,0.2523961661341853
TX,0.22554901792527002,Trust,0.24376470588235294
TX,0.22554901792527002,Housing Co-op,0.3089622641509434
TX,0.22554901792527002,Rollover as Business Start-Ups (ROB,0.21621621621621623
TX,0.22554901792527002,Tribal Concerns,0.1774193548387097
UT,0.20066907533788306,"501(c) ¿ Non Profit except 3,4,6,19",0.14285714285714285
UT,0.20066907533788306,501(c)19 ¿ Non Profit Veterans,0.26031746031746034
UT,0.20066907533788306,501(c)3 ¿ Non Profit,0.23292788047121923
UT,0.20066907533788306,501(c)6 ¿ Non Profit Membership,0.2139049311417148
UT,0.20066907533788306,Cooperative,0.25168035847647496
UT,0.20066907533788306,Corporation,0.24123045440235072
UT,0.20066907533788306,Employee Stock Ownership Plan(ESOP),0.19264069264069264
UT,0.20066907533788306,Independent Contractors,0.2340584714548803
UT,0.20066907533788306,Joint Venture,0.21835231078365708
UT,0.20066907533788306,Limited  Liability Company(LLC),0.21897257916502458
UT,0.20066907533788306,Limited Liability Partnership,0.22885657379050392
UT,0.20066907533788306,Non-Profit Childcare Center,0.22110888443553775
UT,0.20066907533788306,Non-Profit Organization,0.2231429630239644
UT,0.20066907533788306,Partnership,0.22952539899863086
UT,0.20066907533788306,Professional Association,0.22719674174037263
UT,0.20066907533788306,Qualified Joint-Venture (spouses),0.21711711711711712
UT,0.20066907533788306,Self-Employed Individuals,0.22844767536136557
UT,0.20066907533788306,Single Member LLC,0.21448708023546253
UT,0.20066907533788306,Sole Proprietorship,0.22882533058053223
UT,0.20066907533788306,Subchapter S Corporation,0.23394023148945217
UT,0.20066907533788306,Tenant in Common,0.2523961661341853
UT,0.20066907533788306,Trust,0.24376470588235294
UT,0.20066907533788306,Housing Co-op,0.3089622641509434
UT,0.20066907533788306,Rollover as Business Start-Ups (ROB,0.21621621621621623
UT,0.20066907533788306,Tribal Concerns,0.1774193548387097
VA,0.20103527936872223,"501(c) ¿ Non Profit except 3,4,6,19",0.14285714285714285
VA,0.20103527936872223,501(c)19 ¿ Non Profit Veterans,0.26031746031746034
VA,0.20103527936872223,501(c)3 ¿ Non Profit,0.23292788047121923
VA,0.20103527936872223,501(c)6 ¿ Non Profit Membership,0.2139049311417148
VA,0.20103527936872223,Cooperative,0.25168035847647496
VA,0.20103527936872223,Corporation,0.24123045440235072
VA,0.20103527936872223,Employee Stock Ownership Plan(ESOP),0.19264069264069264
VA,0.20103527936872223,Independent Contractors,0.2340584714548803
VA,0.20103527936872223,Joint Venture,0.21835231078365708
VA,0.20103527936872223,Limited  Liability Company(LLC),0.21897257916502458
VA,0.20103527936872223,Limited Liability Partnership,0.22885657379050392
VA,0.20103527936872223,Non-Profit Childcare Center,0.22110888443553775
VA,0.20103527936872223,Non-Profit Organization,0.2231429630239644
VA,0.20103527936872223,Partnership,0.22952539899863086
VA,0.20103527936872223,Professional Association,0.22719674174037263
VA,0.20103527936872223,Qualified Joint-Venture (spouses),0.21711711711711712
VA,0.20103527936872223,Self-Employed Individuals,0.22844767536136557
VA,0.20103527936872223,Single Member LLC,0.21448708023546253
VA,0.20103527936872223,Sole Proprietorship,0.22882533058053223
VA,0.20103527936872223,Subchapter S Corporation,0.23394023148945217
VA,0.20103527936872223,Tenant in Common,0.2523961661341853
VA,0.20103527936872223,Trust,0.24376470588235294
VA,0.20103527936872223,Housing Co-op,0.3089622641509434
VA,0.20103527936872223,Rollover as Business Start-Ups (ROB,0.21621621621621623
VA,0.20103527936872223,Tribal Concerns,0.1774193548387097
VI,0.19081272084805653,"501(c) ¿ Non Profit except 3,4,6,19",0.14285714285714285
VI,0.19081272084805653,501(c)19 ¿ Non Profit Veterans,0.26031746031746034
VI,0.19081272084805653,501(c)3 ¿ Non Profit,0.23292788047121923
VI,0.19081272084805653,501(c)6 ¿ Non Profit Membership,0.2139049311417148
VI,0.19081272084805653,Cooperative,0.25168035847647496
VI,0.19081272084805653,Corporation,0.24123045440235072
VI,0.19081272084805653,Employee Stock Ownership Plan(ESOP),0.19264069264069264
VI,0.19081272084805653,Independent Contractors,0.2340584714548803
VI,0.19081272084805653,Joint Venture,0.21835231078365708
VI,0.19081272084805653,Limited  Liability Company(LLC),0.21897257916502458
VI,0.19081272084805653,Limited Liability Partnership,0.22885657379050392
VI,0.19081272084805653,Non-Profit Childcare Center,0.22110888443553775
VI,0.19081272084805653,Non-Profit Organization,0.2231429630239644
VI,0.19081272084805653,Partnership,0.22952539899863086
VI,0.19081272084805653,Professional Association,0.22719674174037263
VI,0.19081272084805653,Qualified Joint-Venture (spouses),0.21711711711711712
VI,0.19081272084805653,Self-Employed Individuals,0.22844767536136557
VI,0.19081272084805653,Single Member LLC,0.21448708023546253
VI,0.19081272084805653,Sole Proprietorship,0.22882533058053223
VI,0.19081272084805653,Subchapter S Corporation,0.23394023148945217
VI,0.19081272084805653,Tenant in Common,0.2523961661341853
VI,0.19081272084805653,Trust,0.24376470588235294
VI,0.19081272084805653,Housing Co-op,0.3089622641509434
VI,0.19081272084805653,Rollover as Business Start-Ups (ROB,0.21621621621621623
VI,0.19081272084805653,Tribal Concerns,0.1774193548387097
VT,0.19804426145136386,"501(c) ¿ Non Profit except 3,4,6,19",0.14285714285714285
VT,0.19804426145136386,501(c)19 ¿ Non Profit Veterans,0.26031746031746034
VT,0.19804426145136386,501(c)3 ¿ Non Profit,0.23292788047121923
VT,0.19804426145136386,501(c)6 ¿ Non Profit Membership,0.2139049311417148
VT,0.19804426145136386,Cooperative,0.25168035847647496
VT,0.19804426145136386,Corporation,0.24123045440235072
VT,0.19804426145136386,Employee Stock Ownership Plan(ESOP),0.19264069264069264
VT,0.19804426145136386,Independent Contractors,0.2340584714548803
VT,0.19804426145136386,Joint Venture,0.21835231078365708
VT,0.19804426145136386,Limited  Liability Company(LLC),0.21897257916502458
VT,0.19804426145136386,Limited Liability Partnership,0.22885657379050392
VT,0.19804426145136386,Non-Profit Childcare Center,0.22110888443553775
VT,0.19804426145136386,Non-Profit Organization,0.2231429630239644
VT,0.19804426145136386,Partnership,0.22952539899863086
VT,0.19804426145136386,Professional Association,0.22719674174037263
VT,0.19804426145136386,Qualified Joint-Venture (spouses),0.21711711711711712
VT,0.19804426145136386,Self-Employed Individuals,0.22844767536136557
VT,0.19804426145136386,Single Member LLC,0.21448708023546253
VT,0.19804426145136386,Sole Proprietorship,0.22882533058053223
VT,0.19804426145136386,Subchapter S Corporation,0.23394023148945217
VT,0.19804426145136386,Tenant in Common,0.2523961661341853
VT,0.19804426145136386,Trust,0.24376470588235294
VT,0.19804426145136386,Housing Co-op,0.3089622641509434
VT,0.19804426145136386,Rollover as Business Start-Ups (ROB,0.21621621621621623
VT,0.19804426145136386,Tribal Concerns,0.1774193548387097
WA,0.19944247782449714,"501(c) ¿ Non Profit except 3,4,6,19",0.14285714285714285
WA,0.19944247782449714,501(c)19 ¿ Non Profit Veterans,0.26031746031746034
WA,0.19944247782449714,501(c)3 ¿ Non Profit,0.23292788047121923
WA,0.19944247782449714,501(c)6 ¿ Non Profit Membership,0.2139049311417148
WA,0.19944247782449714,Cooperative,0.25168035847647496
WA,0.19944247782449714,Corporation,0.24123045440235072
WA,0.19944247782449714,Employee Stock Ownership Plan(ESOP),0.19264069264069264
WA,0.19944247782449714,Independent Contractors,0.2340584714548803
WA,0.19944247782449714,Joint Venture,0.21835231078365708
WA,0.19944247782449714,Limited  Liability Company(LLC),0.21897257916502458
WA,0.19944247782449714,Limited Liability Partnership,0.22885657379050392
WA,0.19944247782449714,Non-Profit Childcare Center,0.22110888443553775
WA,0.19944247782449714,Non-Profit Organization,0.2231429630239644
WA,0.19944247782449714,Partnership,0.22952539899863086
WA,0.19944247782449714,Professional Association,0.22719674174037263
WA,0.19944247782449714,Qualified Joint-Venture (spouses),0.21711711711711712
WA,0.19944247782449714,Self-Employed Individuals,0.22844767536136557
WA,0.19944247782449714,Single Member LLC,0.21448708023546253
WA,0.19944247782449714,Sole Proprietorship,0.22882533058053223
WA,0.19944247782449714,Subchapter S Corporation,0.23394023148945217
WA,0.19944247782449714,Tenant in Common,0.2523961661341853
WA,0.19944247782449714,Trust,0.24376470588235294
WA,0.19944247782449714,Housing Co-op,0.3089622641509434
WA,0.19944247782449714,Rollover as Business Start-Ups (ROB,0.21621621621621623
WA,0.19944247782449714,Tribal Concerns,0.1774193548387097
WI,0.2010289321162916,"501(c) ¿ Non Profit except 3,4,6,19",0.14285714285714285
WI,0.2010289321162916,501(c)19 ¿ Non Profit Veterans,0.26031746031746034
WI,0.2010289321162916,501(c)3 ¿ Non Profit,0.23292788047121923
WI,0.2010289321162916,501(c)6 ¿ Non Profit Membership,0.2139049311417148
WI,0.2010289321162916,Cooperative,0.25168035847647496
WI,0.2010289321162916,Corporation,0.24123045440235072
WI,0.2010289321162916,Employee Stock Ownership Plan(ESOP),0.19264069264069264
WI,0.2010289321162916,Independent Contractors,0.2340584714548803
WI,0.2010289321162916,Joint Venture,0.21835231078365708
WI,0.2010289321162916,Limited  Liability Company(LLC),0.21897257916502458
WI,0.2010289321162916,Limited Liability Partnership,0.22885657379050392
WI,0.2010289321162916,Non-Profit Childcare Center,0.22110888443553775
WI,0.2010289321162916,Non-Profit Organization,0.2231429630239644
WI,0.2010289321162916,Partnership,0.22952539899863086
WI,0.2010289321162916,Professional Association,0.22719674174037263
WI,0.2010289321162916,Qualified Joint-Venture (spouses),0.21711711711711712
WI,0.2010289321162916,Self-Employed Individuals,0.22844767536136557
WI,0.2010289321162916,Single Member LLC,0.21448708023546253
WI,0.2010289321162916,Sole Proprietorship,0.22882533058053223
WI,0.2010289321162916,Subchapter S Corporation,0.23394023148945217
WI,0.2010289321162916,Tenant in Common,0.2523961661341853
WI,0.2010289321162916,Trust,0.24376470588235294
WI,0.2010289321162916,Housing Co-op,0.3089622641509434
WI,0.2010289321162916,Rollover as Business Start-Ups (ROB,0.21621621621621623
WI,0.2010289321162916,Tribal Concerns,0.1774193548387097
WV,0.15257745726495728,"501(c) ¿ Non Profit except 3,4,6,19",0.14285714285714285
WV,0.15257745726495728,501(c)19 ¿ Non Profit Veterans,0.26031746031746034
WV,0.15257745726495728,501(c)3 ¿ Non Profit,0.23292788047121923
WV,0.15257745726495728,501(c)6 ¿ Non Profit Membership,0.2139049311417148
WV,0.15257745726495728,Cooperative,0.25168035847647496
WV,0.15257745726495728,Corporation,0.24123045440235072
WV,0.15257745726495728,Employee Stock Ownership Plan(ESOP),0.19264069264069264
WV,0.15257745726495728,Independent Contractors,0.2340584714548803
WV,0.15257745726495728,Joint Venture,0.21835231078365708
WV,0.15257745726495728,Limited  Liability Company(LLC),0.21897257916502458
WV,0.15257745726495728,Limited Liability Partnership,0.22885657379050392
WV,0.15257745726495728,Non-Profit Childcare Center,0.22110888443553775
WV,0.15257745726495728,Non-Profit Organization,0.2231429630239644
WV,0.15257745726495728,Partnership,0.22952539899863086
WV,0.15257745726495728,Professional Association,0.22719674174037263
WV,0.15257745726495728,Qualified Joint-Venture (spouses),0.21711711711711712
WV,0.15257745726495728,Self-Employed Individuals,0.22844767536136557
WV,0.15257745726495728,Single Member LLC,0.21448708023546253
WV,0.15257745726495728,Sole Proprietorship,0.22882533058053223
WV,0.15257745726495728,Subchapter S Corporation,0.23394023148945217
WV,0.15257745726495728,Tenant in Common,0.2523961661341853
WV,0.15257745726495728,Trust,0.24376470588235294
WV,0.15257745726495728,Housing Co-op,0.3089622641509434
WV,0.15257745726495728,Rollover as Business Start-Ups (ROB,0.21621621621621623
WV,0.15257745726495728,Tribal Concerns,0.1774193548387097
WY,0.16351960534149867,"501(c) ¿ Non Profit except 3,4,6,19",0.14285714285714285
WY,0.16351960534149867,501(c)19 ¿ Non Profit Veterans,0.26031746031746034
WY,0.16351960534149867,501(c)3 ¿ Non Profit,0.23292788047121923
WY,0.16351960534149867,501(c)6 ¿ Non Profit Membership,0.2139049311417148
WY,0.16351960534149867,Cooperative,0.25168035847647496
WY,0.16351960534149867,Corporation,0.24123045440235072
WY,0.16351960534149867,Employee Stock Ownership Plan(ESOP),0.19264069264069264
WY,0.16351960534149867,Independent Contractors,0.2340584714548803
WY,0.16351960534149867,Joint Venture,0.21835231078365708
WY,0.16351960534149867,Limited  Liability Company(LLC),0.21897257916502458
WY,0.16351960534149867,Limited Liability Partnership,0.22885657379050392
WY,0.16351960534149867,Non-Profit Childcare Center,0.22110888443553775
WY,0.16351960534149867,Non-Profit Organization,0.2231429630239644
WY,0.16351960534149867,Partnership,0.22952539899863086
WY,0.16351960534149867,Professional Association,0.22719674174037263
WY,0.16351960534149867,Qualified Joint-Venture (spouses),0.21711711711711712
WY,0.16351960534149867,Self-Employed Individuals,0.22844767536136557
WY,0.16351960534149867,Single Member LLC,0.21448708023546253
WY,0.16351960534149867,Sole Proprietorship,0.22882533058053223
WY,0.16351960534149867,Subchapter S Corporation,0.23394023148945217
WY,0.16351960534149867,Tenant in Common,0.2523961661341853
WY,0.16351960534149867,Trust,0.24376470588235294
WY,0.16351960534149867,Housing Co-op,0.3089622641509434
WY,0.16351960534149867,Rollover as Business Start-Ups (ROB,0.21621621621621623
WY,0.16351960534149867,Tribal Concerns,0.1774193548387097
AE,0.25,"501(c) ¿ Non Profit except 3,4,6,19",0.14285714285714285
AE,0.25,501(c)19 ¿ Non Profit Veterans,0.26031746031746034
AE,0.25,501(c)3 ¿ Non Profit,0.23292788047121923
AE,0.25,501(c)6 ¿ Non Profit Membership,0.2139049311417148
AE,0.25,Cooperative,0.25168035847647496
AE,0.25,Corporation,0.24123045440235072
AE,0.25,Employee Stock Ownership Plan(ESOP),0.19264069264069264
AE,0.25,Independent Contractors,0.2340584714548803
AE,0.25,Joint Venture,0.21835231078365708
AE,0.25,Limited  Liability Company(LLC),0.21897257916502458
AE,0.25,Limited Liability Partnership,0.22885657379050392
AE,0.25,Non-Profit Childcare Center,0.22110888443553775
AE,0.25,Non-Profit Organization,0.2231429630239644
AE,0.25,Partnership,0.22952539899863086
AE,0.25,Professional Association,0.22719674174037263
AE,0.25,Qualified Joint-Venture (spouses),0.21711711711711712
AE,0.25,Self-Employed Individuals,0.22844767536136557
AE,0.25,Single Member LLC,0.21448708023546253
AE,0.25,Sole Proprietorship,0.22882533058053223
AE,0.25,Subchapter S Corporation,0.23394023148945217
AE,0.25,Tenant in Common,0.2523961661341853
AE,0.25,Trust,0.24376470588235294
AE,0.25,Housing Co-op,0.3089622641509434
AE,0.25,Rollover as Business Start-Ups (ROB,0.21621621621621623
AE,0.25,Tribal Concerns,0.1774193548387097
AK,0.20322381246731017,"501(c) ¿ Non Profit except 3,4,6,19",0.14285714285714285
AK,0.20322381246731017,501(c)19 ¿ Non Profit Veterans,0.26031746031746034
AK,0.20322381246731017,501(c)3 ¿ Non Profit,0.23292788047121923
AK,0.20322381246731017,501(c)6 ¿ Non Profit Membership,0.2139049311417148
AK,0.20322381246731017,Cooperative,0.25168035847647496
AK,0.20322381246731017,Corporation,0.24123045440235072
AK,0.20322381246731017,Employee Stock Ownership Plan(ESOP),0.19264069264069264
